ORF	merged.exon.length
KLMA_20530	1662
KLMA_20531	561
KLMA_20532	1119
KLMA_20533	2205
KLMA_20534	1806
KLMA_20535	519
KLMA_20536	417
KLMA_20537	585
KLMA_20538	3639
KLMA_20539	1335
KLMA_20540	756
KLMA_20541	423
KLMA_20542	684
KLMA_20543	1809
KLMA_20544	1836
KLMA_20545	2283
KLMA_20546	1287
KLMA_20547	1122
KLMA_20548	897
KLMA_20549	2277
KLMA_20550	4215
KLMA_20551	1581
KLMA_20552	1257
KLMA_20553	687
KLMA_20554	2070
KLMA_20555	1596
KLMA_20556	1458
KLMA_20557	858
KLMA_20558	411
KLMA_20559	1335
KLMA_20560	822
KLMA_20561	690
KLMA_20562	738
KLMA_20564	2340
KLMA_20565	990
KLMA_20566	939
KLMA_20567	114
KLMA_20568	957
KLMA_20571	2379
KLMA_20572	2328
KLMA_20573	1740
KLMA_20574	1740
KLMA_20575	1107
KLMA_20577	1896
KLMA_20578	1839
KLMA_20579	1401
KLMA_20580	1758
KLMA_20581	1854
KLMA_20582	2529
KLMA_20584	1683
KLMA_20585	633
KLMA_20586	906
KLMA_20587	813
KLMA_20588	633
KLMA_20590	330
KLMA_20591	855
KLMA_20592	1053
KLMA_20593	324
KLMA_20594	669
KLMA_20596	2766
KLMA_20597	1893
KLMA_20598	1710
KLMA_20599	3177
KLMA_20600	1641
KLMA_20601	3114
KLMA_20602	243
KLMA_20603	1437
KLMA_20604	726
KLMA_20605	1341
KLMA_20606	261
KLMA_20607	801
KLMA_20608	849
KLMA_20609	573
KLMA_20610	3672
KLMA_20611	981
KLMA_20612	1443
KLMA_20613	1242
KLMA_20614	381
KLMA_20615	312
KLMA_20616	1248
KLMA_20617	1434
KLMA_20618	2490
KLMA_20619	927
KLMA_20620	1320
KLMA_20621	1620
KLMA_20622	2604
KLMA_20623	717
KLMA_20624	978
KLMA_20625	1728
KLMA_20626	447
KLMA_20627	3000
KLMA_20628	1299
KLMA_20629	498
KLMA_20630	1491
KLMA_20631	3324
KLMA_20632	567
KLMA_20633	171
KLMA_20634	705
KLMA_20635	1731
KLMA_20636	567
KLMA_20637	978
KLMA_20638	1716
KLMA_20639	570
KLMA_20640	1245
KLMA_20641	1344
KLMA_20642	2025
KLMA_20643	1413
KLMA_20644	4704
KLMA_20645	735
KLMA_20646	3306
KLMA_20647	1530
KLMA_20648	2157
KLMA_20649	381
KLMA_20650	1050
KLMA_20651	939
KLMA_20652	468
KLMA_20653	654
KLMA_20654	564
KLMA_20655	717
KLMA_20656	1275
KLMA_20657	2502
KLMA_20658	1848
KLMA_20659	1455
KLMA_20660	696
KLMA_20661	753
KLMA_20662	2637
KLMA_20663	462
KLMA_20664	672
KLMA_20665	1575
KLMA_20666	1311
KLMA_20667	1656
KLMA_20668	519
KLMA_20669	2793
KLMA_20670	1422
KLMA_20671	1542
KLMA_20672	1512
KLMA_20673	1506
KLMA_20674	1851
KLMA_20675	2163
KLMA_20676	1152
KLMA_20677	1182
KLMA_20678	1101
KLMA_20679	2526
KLMA_20680	2616
KLMA_20681	1887
KLMA_20682	1845
KLMA_20683	1980
KLMA_20684	648
KLMA_20685	1560
KLMA_20686	402
KLMA_20687	1209
KLMA_20688	738
KLMA_20689	2415
KLMA_20690	1779
KLMA_20691	2040
KLMA_20692	612
KLMA_20693	2331
KLMA_20694	972
KLMA_20695	984
KLMA_20696	594
KLMA_20697	618
KLMA_20698	2412
KLMA_20699	1716
KLMA_20700	3144
KLMA_20701	4563
KLMA_20702	333
KLMA_20703	2241
KLMA_20704	2307
KLMA_20705	411
KLMA_20706	903
KLMA_20707	1695
KLMA_20708	1551
KLMA_20709	918
KLMA_20710	1359
KLMA_20711	1206
KLMA_20712	918
KLMA_20713	1068
KLMA_20714	1602
KLMA_20715	1878
KLMA_20716	696
KLMA_20717	840
KLMA_20720	606
KLMA_20721	2916
KLMA_20722	1326
KLMA_20723	570
KLMA_20724	1026
KLMA_20725	2073
KLMA_20726	453
KLMA_20727	1209
KLMA_20728	495
KLMA_20729	1617
KLMA_20730	810
KLMA_20731	591
KLMA_20732	1266
KLMA_20733	1143
KLMA_20734	3105
KLMA_20735	2316
KLMA_20736	450
KLMA_20737	2388
KLMA_20738	660
KLMA_20739	1533
KLMA_20740	1254
KLMA_20741	771
KLMA_20742	714
KLMA_20744	615
KLMA_20745	897
KLMA_20746	1305
KLMA_20747	1173
KLMA_20749	1413
KLMA_20750	5010
KLMA_20751	1554
KLMA_20752	963
KLMA_20753	792
KLMA_20754	1698
KLMA_20755	213
KLMA_20756	1125
KLMA_20757	1089
KLMA_20758	651
KLMA_20759	1044
KLMA_20760	3429
KLMA_20761	954
KLMA_20762	321
KLMA_20764	2262
KLMA_20765	669
KLMA_20766	1482
KLMA_20767	528
KLMA_20768	468
KLMA_20769	222
KLMA_20770	1401
KLMA_20771	315
KLMA_20772	849
KLMA_20773	2085
KLMA_20774	1098
KLMA_20775	1965
KLMA_20776	414
KLMA_20777	3729
KLMA_20778	1248
KLMA_20779	681
KLMA_20780	462
KLMA_20781	2091
KLMA_20782	306
KLMA_20783	345
KLMA_20784	2703
KLMA_20785	771
KLMA_20786	1509
KLMA_20787	1368
KLMA_20788	1092
KLMA_20789	864
KLMA_20790	3759
KLMA_20791	465
KLMA_20792	438
KLMA_20793	654
KLMA_20794	741
KLMA_20795	897
KLMA_20796	957
KLMA_20797	1440
KLMA_20798	726
KLMA_20799	768
KLMA_20800	894
KLMA_20801	2616
KLMA_20802	2490
KLMA_20803	1452
KLMA_20804	438
KLMA_20805	765
KLMA_20806	1281
KLMA_20807	1506
KLMA_20808	2439
KLMA_20809	213
KLMA_20810	2568
KLMA_20811	1284
KLMA_20812	3072
KLMA_20813	2688
KLMA_20814	882
KLMA_20815	1278
KLMA_20816	1266
KLMA_20817	1692
KLMA_20818	606
KLMA_20819	483
KLMA_20820	4017
KLMA_20821	1548
KLMA_20822	1899
KLMA_20823	1293
KLMA_20824	615
KLMA_20825	2364
KLMA_20826	1533
KLMA_20827	1674
KLMA_20828	1836
KLMA_20829	1416
KLMA_20830	1743
KLMA_20831	1467
KLMA_20832	687
KLMA_20833	1608
KLMA_20834	1662
KLMA_20835	1713
KLMA_20836	1701
KLMA_20837	627
KLMA_20838	486
KLMA_30001	1704
KLMA_30002	495
KLMA_30003	1293
KLMA_30004	3975
KLMA_30005	1293
KLMA_30006	3975
KLMA_30007	1293
KLMA_30008	3975
KLMA_30009	3078
KLMA_30010	1764
KLMA_30011	2538
KLMA_30012	1896
KLMA_30013	1692
KLMA_30014	1638
KLMA_30015	1419
KLMA_30016	930
KLMA_30017	1710
KLMA_30018	1026
KLMA_30019	1614
KLMA_30020	1206
KLMA_30021	765
KLMA_30022	642
KLMA_30023	321
KLMA_30024	1188
KLMA_30025	924
KLMA_30026	576
KLMA_30027	2178
KLMA_30028	1872
KLMA_30029	1479
KLMA_30030	1269
KLMA_30031	1212
KLMA_30032	594
KLMA_30033	3063
KLMA_30034	3891
KLMA_30035	654
KLMA_30036	723
KLMA_30037	1827
KLMA_30038	813
KLMA_30039	1182
KLMA_30040	825
KLMA_30041	969
KLMA_30042	585
KLMA_30043	3288
KLMA_30044	1056
KLMA_30045	417
KLMA_30046	7374
KLMA_30047	1563
KLMA_30048	1368
KLMA_30049	1641
KLMA_30050	2832
KLMA_30051	1227
KLMA_30052	2805
KLMA_30053	2319
KLMA_30054	3882
KLMA_30055	1179
KLMA_30056	1233
KLMA_30057	1659
KLMA_30058	3363
KLMA_30059	4455
KLMA_30060	711
KLMA_30061	516
KLMA_30062	1215
KLMA_30063	1230
KLMA_30064	1539
KLMA_30065	834
KLMA_30066	417
KLMA_30067	1251
KLMA_30068	390
KLMA_30069	711
KLMA_30070	603
KLMA_30071	2055
KLMA_30072	2430
KLMA_30073	1740
KLMA_30074	2739
KLMA_30075	1449
KLMA_30076	756
KLMA_30077	1203
KLMA_30078	1746
KLMA_30079	276
KLMA_30080	2208
KLMA_30081	3075
KLMA_30082	2073
KLMA_30083	621
KLMA_30085	4785
KLMA_30086	867
KLMA_30087	1107
KLMA_30088	2106
KLMA_30089	1302
KLMA_30090	1923
KLMA_30091	618
KLMA_30092	1164
KLMA_30093	960
KLMA_30094	2589
KLMA_30095	462
KLMA_30096	1701
KLMA_30097	1917
KLMA_30098	2304
KLMA_30099	1701
KLMA_30100	1881
KLMA_30101	306
KLMA_30102	1008
KLMA_30103	1830
KLMA_30105	2103
KLMA_30106	3789
KLMA_30107	1566
KLMA_30108	750
KLMA_30109	1251
KLMA_30110	354
KLMA_30111	1311
KLMA_30112	912
KLMA_30113	1509
KLMA_30114	2349
KLMA_30115	981
KLMA_30116	597
KLMA_30117	2124
KLMA_30119	330
KLMA_30120	390
KLMA_30121	540
KLMA_30122	195
KLMA_30123	1365
KLMA_30124	546
KLMA_30125	2598
KLMA_30127	645
KLMA_30128	6453
KLMA_30129	1620
KLMA_30130	2460
KLMA_30133	1209
KLMA_30134	633
KLMA_30135	1626
KLMA_30136	1467
KLMA_30137	1080
KLMA_30138	2661
KLMA_30139	2118
KLMA_30140	378
KLMA_30141	600
KLMA_30142	936
KLMA_30143	669
KLMA_30144	4473
KLMA_30145	8007
KLMA_30146	792
KLMA_30147	1092
KLMA_30148	888
KLMA_30149	1248
KLMA_30150	678
KLMA_30151	585
KLMA_30152	2088
KLMA_30153	3135
KLMA_30154	2007
KLMA_30155	1677
KLMA_30156	2154
KLMA_30157	3330
KLMA_30158	654
KLMA_30159	489
KLMA_30160	4035
KLMA_30161	1920
KLMA_30162	3216
KLMA_30163	2913
KLMA_30164	1329
KLMA_30165	2085
KLMA_30166	2250
KLMA_30167	921
KLMA_30168	1023
KLMA_30170	2442
KLMA_30171	1860
KLMA_30172	2763
KLMA_30173	2352
KLMA_30174	966
KLMA_30175	2646
KLMA_30176	1122
KLMA_30177	1122
KLMA_30178	2922
KLMA_30179	1047
KLMA_30180	726
KLMA_30181	1287
KLMA_30182	1995
KLMA_30183	582
KLMA_30184	1305
KLMA_30185	906
KLMA_30186	843
KLMA_30187	474
KLMA_30188	1806
KLMA_30189	2214
KLMA_30190	1146
KLMA_30191	1758
KLMA_30192	816
KLMA_30193	273
KLMA_30194	2763
KLMA_30195	1464
KLMA_30196	1740
KLMA_30197	1110
KLMA_30198	825
KLMA_30199	1218
KLMA_30200	1323
KLMA_30201	2241
KLMA_30202	1587
KLMA_30203	1548
KLMA_30204	1503
KLMA_30205	435
KLMA_30206	564
KLMA_30207	306
KLMA_30208	330
KLMA_30209	5889
KLMA_30210	5139
KLMA_30211	1194
KLMA_30212	2037
KLMA_30214	1155
KLMA_30216	318
KLMA_30217	2865
KLMA_30218	2010
KLMA_30219	744
KLMA_30220	486
KLMA_30221	1620
KLMA_30222	1434
KLMA_30223	1287
KLMA_30224	1314
KLMA_30225	1023
KLMA_30226	297
KLMA_30227	5778
KLMA_30228	594
KLMA_30229	2280
KLMA_30230	1980
KLMA_30231	1314
KLMA_30232	2790
KLMA_30233	2238
KLMA_30234	1290
KLMA_30235	2451
KLMA_30236	1116
KLMA_30237	1434
KLMA_30238	1425
KLMA_30239	201
KLMA_30240	174
KLMA_30241	1437
KLMA_30242	1212
KLMA_30243	870
KLMA_30244	2592
KLMA_30245	1161
KLMA_30246	1284
KLMA_30247	2286
KLMA_30248	627
KLMA_30249	1266
KLMA_30250	1848
KLMA_30251	1059
KLMA_30252	336
KLMA_30253	1026
KLMA_30254	2106
KLMA_30255	1371
KLMA_30257	1152
KLMA_30258	2424
KLMA_30259	444
KLMA_30260	1419
KLMA_30261	807
KLMA_30262	1023
KLMA_30263	783
KLMA_30264	1164
KLMA_30266	687
KLMA_30267	879
KLMA_30268	1596
KLMA_30269	1686
KLMA_30270	2004
KLMA_30271	2451
KLMA_30272	1638
KLMA_30273	420
KLMA_30274	1464
KLMA_30275	1176
KLMA_30276	1752
KLMA_30278	429
KLMA_30279	2364
KLMA_30280	717
KLMA_30281	1581
KLMA_30282	1545
KLMA_30283	1413
KLMA_30284	333
KLMA_30285	858
KLMA_30286	747
KLMA_30288	1995
KLMA_30289	6432
KLMA_30290	2337
KLMA_30292	684
KLMA_30293	3582
KLMA_30294	2508
KLMA_30295	1476
KLMA_30296	2382
KLMA_30297	4758
KLMA_30298	483
KLMA_30299	1773
KLMA_30300	4698
KLMA_30301	1824
KLMA_30302	3015
KLMA_30303	2664
KLMA_30305	2178
KLMA_30306	363
KLMA_30307	1764
KLMA_30308	753
KLMA_30309	3753
KLMA_30310	1482
KLMA_30312	2343
KLMA_30314	5724
KLMA_30315	1290
KLMA_30316	573
KLMA_30317	249
KLMA_30318	981
KLMA_30319	2340
KLMA_30320	2115
KLMA_30321	2511
KLMA_30322	678
KLMA_30323	1374
KLMA_30324	2790
KLMA_30325	1386
KLMA_30326	2013
KLMA_30327	2154
KLMA_30328	1530
KLMA_30329	597
KLMA_30330	1278
KLMA_30331	1671
KLMA_30332	1710
KLMA_30333	1296
KLMA_30334	1869
KLMA_30335	504
KLMA_30336	666
KLMA_30337	3222
KLMA_30338	414
KLMA_30339	579
KLMA_30340	1929
KLMA_30341	2196
KLMA_30342	804
KLMA_30343	909
KLMA_30344	1131
KLMA_30345	1338
KLMA_30346	309
KLMA_30347	633
KLMA_30348	930
KLMA_30349	1374
KLMA_30350	1113
KLMA_30351	2256
KLMA_30352	2484
KLMA_30353	1440
KLMA_30354	1461
KLMA_30355	1290
KLMA_30356	717
KLMA_30357	1041
KLMA_30358	888
KLMA_30359	1074
KLMA_30360	1389
KLMA_30361	195
KLMA_30362	4557
KLMA_30363	4554
KLMA_30364	1632
KLMA_30365	1032
KLMA_30366	441
KLMA_30367	876
KLMA_30368	1620
KLMA_30369	2184
KLMA_30370	2106
KLMA_30371	1278
KLMA_30372	2346
KLMA_30373	2631
KLMA_30374	2121
KLMA_30375	375
KLMA_30376	1002
KLMA_30377	753
KLMA_30378	2298
KLMA_30379	834
KLMA_30380	2229
KLMA_30381	1254
KLMA_30382	1380
KLMA_30383	1851
KLMA_30384	1590
KLMA_30385	1152
KLMA_30386	2358
KLMA_30387	1590
KLMA_30388	1596
KLMA_30389	699
KLMA_30390	2778
KLMA_30391	414
KLMA_30392	1011
KLMA_30393	2355
KLMA_30394	1317
KLMA_30395	1743
KLMA_30396	2898
KLMA_30397	1068
KLMA_30398	747
KLMA_30399	375
KLMA_30400	918
KLMA_30401	1020
KLMA_30402	1659
KLMA_30403	2592
KLMA_30404	726
KLMA_30405	747
KLMA_30406	1194
KLMA_30407	1239
KLMA_30408	2331
KLMA_30409	333
KLMA_30410	2289
KLMA_30411	1083
KLMA_30412	888
KLMA_30413	5022
KLMA_30414	471
KLMA_30415	1128
KLMA_30416	3270
KLMA_30417	1830
KLMA_30418	1563
KLMA_30419	1194
KLMA_30420	342
KLMA_30421	1923
KLMA_30422	723
KLMA_30423	3540
KLMA_30424	1728
KLMA_30425	1404
KLMA_30426	1737
KLMA_30427	2190
KLMA_30428	1992
KLMA_30429	660
KLMA_30430	1020
KLMA_30431	621
KLMA_30432	1602
KLMA_30433	1635
KLMA_30434	1008
KLMA_30435	1278
KLMA_30436	3915
KLMA_30437	654
KLMA_30438	837
KLMA_30439	603
KLMA_30440	858
KLMA_30441	378
KLMA_30442	1281
KLMA_30443	1803
KLMA_30444	807
KLMA_30445	660
KLMA_30446	2127
KLMA_30447	1782
KLMA_30448	1314
KLMA_30449	900
KLMA_30450	1122
KLMA_30451	489
KLMA_30452	4377
KLMA_30453	576
KLMA_30454	1155
KLMA_30455	492
KLMA_30456	2022
KLMA_30457	1773
KLMA_30458	651
KLMA_30459	459
KLMA_30460	2373
KLMA_30461	1350
KLMA_30462	2490
KLMA_30463	504
KLMA_30464	891
KLMA_30465	927
KLMA_30466	1314
KLMA_30467	1533
KLMA_30468	1353
KLMA_30469	1008
KLMA_30470	1044
KLMA_30471	1323
KLMA_30472	318
KLMA_30473	1212
KLMA_30474	3642
KLMA_30475	906
KLMA_30476	2820
KLMA_30477	1413
KLMA_30478	2805
KLMA_30479	1677
KLMA_30480	1341
KLMA_30481	390
KLMA_30482	786
KLMA_30483	1014
KLMA_30484	882
KLMA_30485	1806
KLMA_30486	747
KLMA_30487	633
KLMA_30488	1227
KLMA_30489	405
KLMA_30490	1392
KLMA_30491	1533
KLMA_30492	1611
KLMA_30493	2742
KLMA_30494	507
KLMA_30495	831
KLMA_30496	348
KLMA_30497	5439
KLMA_30498	1989
KLMA_30499	474
KLMA_30500	1698
KLMA_30501	1179
KLMA_30502	3024
KLMA_30504	909
KLMA_30505	1635
KLMA_30506	2205
KLMA_30507	585
KLMA_30508	2988
KLMA_30509	1662
KLMA_30511	1551
KLMA_30512	996
KLMA_30513	1716
KLMA_30514	1623
KLMA_30515	1029
KLMA_30516	450
KLMA_30517	1428
KLMA_30518	2220
KLMA_30519	2919
KLMA_30520	873
KLMA_30521	1617
KLMA_30523	564
KLMA_30524	2103
KLMA_30525	1641
KLMA_30526	984
KLMA_30527	2118
KLMA_30529	864
KLMA_30530	1716
KLMA_30531	1608
KLMA_30532	585
KLMA_30533	972
KLMA_30534	1416
KLMA_30535	444
KLMA_30536	471
KLMA_30537	957
KLMA_30538	1914
KLMA_30539	1938
KLMA_30540	435
KLMA_30541	507
KLMA_30542	1122
KLMA_30543	858
KLMA_30544	2844
KLMA_30545	1158
KLMA_30546	1635
KLMA_30547	1857
KLMA_30548	1464
KLMA_30549	1422
KLMA_30550	987
KLMA_30551	2295
KLMA_30552	2781
KLMA_30553	591
KLMA_30554	1263
KLMA_30555	177
KLMA_30556	1704
KLMA_30557	1092
KLMA_30558	624
KLMA_30559	1356
KLMA_30560	4563
KLMA_30561	549
KLMA_30562	891
KLMA_30563	1662
KLMA_30564	1074
KLMA_30565	1146
KLMA_30566	1176
KLMA_30567	1704
KLMA_30568	939
KLMA_30569	1149
KLMA_30570	2364
KLMA_30571	1323
KLMA_30572	2358
KLMA_30573	2910
KLMA_30574	870
KLMA_30575	924
KLMA_30576	3423
KLMA_30577	1017
KLMA_30578	2871
KLMA_30579	2340
KLMA_30580	1350
KLMA_30581	642
KLMA_30582	1821
KLMA_30583	1803
KLMA_30584	495
KLMA_30585	477
KLMA_30586	2490
KLMA_30587	1410
KLMA_30588	1611
KLMA_30589	528
KLMA_30590	333
KLMA_30591	276
KLMA_30592	2211
KLMA_30593	2190
KLMA_30594	810
KLMA_30595	1986
KLMA_30596	3078
KLMA_30597	2769
KLMA_30598	2541
KLMA_30599	762
KLMA_30600	2352
KLMA_30601	1662
KLMA_30602	2124
KLMA_30603	1053
KLMA_30604	1086
KLMA_30605	729
KLMA_30606	843
KLMA_30607	2028
KLMA_30608	1218
KLMA_30609	1092
KLMA_30610	2814
KLMA_30612	1209
KLMA_30613	810
KLMA_30614	1194
KLMA_30615	2751
KLMA_30616	1803
KLMA_30617	1200
KLMA_30618	651
KLMA_30619	1896
KLMA_30620	1674
KLMA_30621	456
KLMA_30622	771
KLMA_30623	1929
KLMA_30624	2130
KLMA_30625	918
KLMA_30626	1359
KLMA_30627	1779
KLMA_30628	645
KLMA_30629	1254
KLMA_30630	681
KLMA_30631	1206
KLMA_30632	672
KLMA_30633	1626
KLMA_30634	1005
KLMA_30635	1203
KLMA_30636	762
KLMA_30637	1587
KLMA_30638	2361
KLMA_30639	1089
KLMA_30640	1122
KLMA_30641	873
KLMA_30642	540
KLMA_30643	1269
KLMA_30644	1620
KLMA_30645	2886
KLMA_30646	282
KLMA_30647	915
KLMA_30648	3672
KLMA_30649	858
KLMA_30650	648
KLMA_30651	2418
KLMA_30652	744
KLMA_30653	753
KLMA_30654	2001
KLMA_30655	858
KLMA_30656	762
KLMA_30657	1134
KLMA_30658	1197
KLMA_30659	1128
KLMA_30660	894
KLMA_30661	2502
KLMA_30662	1455
KLMA_30663	2352
KLMA_30664	498
KLMA_30665	876
KLMA_30666	1902
KLMA_30667	4047
KLMA_30668	2775
KLMA_30669	1602
KLMA_30670	1758
KLMA_30671	1128
KLMA_30672	1782
KLMA_30673	1056
KLMA_30674	1209
KLMA_30675	1272
KLMA_30676	258
KLMA_30677	1824
KLMA_30678	1170
KLMA_30679	876
KLMA_30680	1125
KLMA_30681	1014
KLMA_30682	2394
KLMA_30683	1779
KLMA_30684	555
KLMA_30685	429
KLMA_30686	2631
KLMA_30687	1350
KLMA_30688	1953
KLMA_30689	2937
KLMA_30690	822
KLMA_30691	621
KLMA_30692	543
KLMA_30693	909
KLMA_30694	2583
KLMA_30695	1557
KLMA_30696	1032
KLMA_30697	2382
KLMA_30698	2043
KLMA_30699	750
KLMA_30700	2883
KLMA_30701	765
KLMA_30702	1107
KLMA_30703	2841
KLMA_30704	516
KLMA_30705	1152
KLMA_30706	1710
KLMA_30707	1800
KLMA_30709	2121
KLMA_30710	1542
KLMA_30711	3600
KLMA_30712	402
KLMA_30713	5247
KLMA_30714	1749
KLMA_30715	1152
KLMA_30716	264
KLMA_30717	3684
KLMA_30718	552
KLMA_30719	1632
KLMA_30720	1104
KLMA_30721	1089
KLMA_30722	1929
KLMA_30723	3057
KLMA_30724	894
KLMA_30726	639
KLMA_30727	3675
KLMA_30728	1701
KLMA_30729	1035
KLMA_30730	885
KLMA_40001	2376
KLMA_40002	2034
KLMA_40003	1452
KLMA_40004	1023
KLMA_40005	822
KLMA_40006	1530
KLMA_40007	3861
KLMA_40008	1953
KLMA_40009	2076
KLMA_40010	1059
KLMA_40011	912
KLMA_40012	1551
KLMA_40013	1362
KLMA_40014	1521
KLMA_40015	1083
KLMA_40016	1338
KLMA_40017	624
KLMA_40018	3891
KLMA_40019	1686
KLMA_40020	678
KLMA_40021	1161
KLMA_40022	6420
KLMA_40023	3120
KLMA_40024	2340
KLMA_40025	399
KLMA_40026	1056
KLMA_40027	3600
KLMA_40028	627
KLMA_40029	1314
KLMA_40030	990
KLMA_40031	2580
KLMA_40032	2250
KLMA_40034	4398
KLMA_40035	1539
KLMA_40036	2208
KLMA_40037	702
KLMA_40038	1638
KLMA_40039	237
KLMA_40040	1158
KLMA_40041	531
KLMA_40042	660
KLMA_40044	999
KLMA_40045	228
KLMA_40046	1431
KLMA_40047	1251
KLMA_40048	1719
KLMA_40049	2601
KLMA_40050	924
KLMA_40051	591
KLMA_40052	780
KLMA_40053	1737
KLMA_40054	1716
KLMA_40055	1017
KLMA_40056	603
KLMA_40057	1518
KLMA_40058	1236
KLMA_40059	1083
KLMA_40060	723
KLMA_40061	612
KLMA_40062	1038
KLMA_40063	630
KLMA_40064	1572
KLMA_40065	3024
KLMA_40066	249
KLMA_40067	930
KLMA_40068	1800
KLMA_40069	3942
KLMA_40070	1452
KLMA_40071	1482
KLMA_40072	3795
KLMA_40073	975
KLMA_40074	3396
KLMA_40075	978
KLMA_40076	2577
KLMA_40077	3021
KLMA_40078	888
KLMA_40079	612
KLMA_40080	615
KLMA_40081	1773
KLMA_40082	1995
KLMA_40083	1413
KLMA_40084	1710
KLMA_40085	975
KLMA_40086	747
KLMA_40087	1860
KLMA_40088	942
KLMA_40089	1050
KLMA_40090	687
KLMA_40091	2262
KLMA_40092	2070
KLMA_40093	1386
KLMA_40094	456
KLMA_40095	444
KLMA_40096	1731
KLMA_40097	2175
KLMA_40098	690
KLMA_40099	2697
KLMA_40100	2130
KLMA_40101	2601
KLMA_40102	1047
KLMA_40103	2688
KLMA_40104	699
KLMA_40105	1470
KLMA_40106	225
KLMA_40107	1119
KLMA_40108	912
KLMA_40109	2331
KLMA_40110	1509
KLMA_40111	1155
KLMA_40112	2568
KLMA_40113	1743
KLMA_40114	309
KLMA_40115	972
KLMA_40116	243
KLMA_40117	1113
KLMA_40118	903
KLMA_40119	423
KLMA_40120	615
KLMA_40121	915
KLMA_40122	1953
KLMA_40123	1863
KLMA_40124	1062
KLMA_40125	747
KLMA_40126	690
KLMA_40127	363
KLMA_40128	582
KLMA_40129	1041
KLMA_40130	1959
KLMA_40131	3615
KLMA_40132	2544
KLMA_40133	2340
KLMA_40134	1287
KLMA_40135	4146
KLMA_40136	8844
KLMA_40137	1743
KLMA_40138	1413
KLMA_40139	1629
KLMA_40140	1341
KLMA_40141	843
KLMA_40142	897
KLMA_40143	351
KLMA_40144	801
KLMA_40145	1746
KLMA_40146	2007
KLMA_40147	2748
KLMA_40148	1218
KLMA_40149	252
KLMA_40150	1695
KLMA_40151	582
KLMA_40152	699
KLMA_40153	1515
KLMA_40154	1365
KLMA_40155	2259
KLMA_40156	3510
KLMA_40157	1020
KLMA_40158	1815
KLMA_40159	1230
KLMA_40160	966
KLMA_40161	4743
KLMA_40162	3408
KLMA_40163	1041
KLMA_40164	1950
KLMA_40166	2001
KLMA_40167	1056
KLMA_40168	14745
KLMA_40169	1176
KLMA_40170	681
KLMA_40171	1590
KLMA_40172	1359
KLMA_40173	510
KLMA_40174	378
KLMA_40175	1398
KLMA_40176	4548
KLMA_40177	3261
KLMA_40178	1158
KLMA_40179	1860
KLMA_40180	819
KLMA_40181	825
KLMA_40182	1056
KLMA_40183	645
KLMA_40184	537
KLMA_40185	909
KLMA_40186	2376
KLMA_40187	960
KLMA_40188	1323
KLMA_40189	204
KLMA_40190	2424
KLMA_40191	2415
KLMA_40192	192
KLMA_40193	639
KLMA_40194	1770
KLMA_40195	3882
KLMA_40196	1341
KLMA_40198	1419
KLMA_40199	537
KLMA_40200	810
KLMA_40201	879
KLMA_40202	3252
KLMA_40204	2802
KLMA_40205	2880
KLMA_40206	2007
KLMA_40207	2136
KLMA_40208	723
KLMA_40209	1131
KLMA_40210	1668
KLMA_40211	2049
KLMA_40212	849
KLMA_40213	2613
KLMA_40214	816
KLMA_40215	2691
KLMA_40216	1581
KLMA_40217	3054
KLMA_40218	990
KLMA_40220	1047
KLMA_40221	879
KLMA_40222	318
KLMA_40223	2652
KLMA_40224	648
KLMA_40225	750
KLMA_40226	786
KLMA_40227	996
KLMA_40228	5340
KLMA_40229	738
KLMA_40230	1485
KLMA_40231	4944
KLMA_40232	1578
KLMA_40233	600
KLMA_40234	1653
KLMA_40235	2130
KLMA_40236	843
KLMA_40237	1158
KLMA_40238	1530
KLMA_40239	849
KLMA_40240	651
KLMA_40241	1092
KLMA_40242	3666
KLMA_40243	882
KLMA_40244	4494
KLMA_40245	4548
KLMA_40246	1983
KLMA_40247	339
KLMA_40248	4611
KLMA_40249	1833
KLMA_40250	936
KLMA_40251	1164
KLMA_40252	525
KLMA_40253	447
KLMA_40254	672
KLMA_40255	603
KLMA_40256	2187
KLMA_40257	2277
KLMA_40258	2373
KLMA_40259	1752
KLMA_40260	603
KLMA_40261	11352
KLMA_40262	1689
KLMA_40263	2718
KLMA_40264	1602
KLMA_40265	888
KLMA_40266	2370
KLMA_40267	1428
KLMA_40268	651
KLMA_40269	2508
KLMA_40270	2145
KLMA_40271	711
KLMA_40272	1062
KLMA_40273	1644
KLMA_40274	4422
KLMA_40275	828
KLMA_40276	1038
KLMA_40277	1350
KLMA_40278	762
KLMA_40279	1002
KLMA_40281	2037
KLMA_40282	1638
KLMA_40283	1608
KLMA_40284	2901
KLMA_40285	2187
KLMA_40286	492
KLMA_40287	1380
KLMA_40288	363
KLMA_40289	471
KLMA_40290	900
KLMA_40291	1782
KLMA_40292	3561
KLMA_40293	1776
KLMA_40294	591
KLMA_40295	1704
KLMA_40296	1023
KLMA_40297	3675
KLMA_40298	1539
KLMA_40299	3540
KLMA_40301	531
KLMA_40302	2406
KLMA_40303	810
KLMA_40304	240
KLMA_40305	3411
KLMA_40306	1383
KLMA_40307	678
KLMA_40308	387
KLMA_40309	657
KLMA_40310	1011
KLMA_40311	762
KLMA_40312	2904
KLMA_40313	735
KLMA_40314	639
KLMA_40315	2130
KLMA_40316	1410
KLMA_40317	1548
KLMA_40318	537
KLMA_40319	1413
